TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
309,2023-08-28,Backpack,Accessories,South,Offline,5,1472.08,7360.4,UPI,1271
310,2023-10-17,Smart Watch,Wearables,South,Offline,5,4483.74,22418.7,Net Banking,1191
311,2023-12-30,Laptop,Electronics,West,Online,5,4416.71,22083.55,Net Banking,1069
312,2023-12-10,Backpack,Accessories,West,Offline,4,1445.98,5783.92,Net Banking,1130
313,2023-08-27,Backpack,Accessories,West,Online,4,4635.15,18540.6,Cash,1227
314,2023-05-07,Smart Watch,Wearables,North,Online,2,4907.39,9814.78,Cash,1210
315,2023-11-13,Smart Watch,Wearables,South,Offline,3,1937.69,5813.07,Net Banking,1198
316,2023-06-30,Headphones,Accessories,West,Offline,4,4626.51,18506.04,Credit Card,1055
317,2023-09-05,Smartphone,Electronics,South,Offline,2,787.29,1574.58,Cash,1271
318,2023-12-18,Office Chair,Furniture,South,Offline,4,932.78,3731.12,UPI,1046
319,2023-09-09,Smartphone,Electronics,West,Online,2,2119.58,4239.16,UPI,1132
320,2023-08-04,Laptop,Electronics,West,Offline,1,2315.93,2315.93,UPI,1022
321,2023-07-24,Backpack,Accessories,East,Offline,3,2222.23,6666.69,Net Banking,1174
322,2023-10-21,Backpack,Accessories,North,Online,5,607.18,3035.9,Credit Card,1153
323,2023-01-10,Smart Watch,Wearables,South,Online,2,1769.56,3539.12,Net Banking,1259
324,2023-11-05,Smartphone,Electronics,North,Online,5,548.22,2741.1,Credit Card,1027
325,2023-07-16,Backpack,Accessories,North,Online,4,3454.62,13818.48,Cash,1061
326,2023-12-24,Smart Watch,Wearables,South,Offline,1,2390.27,2390.27,Cash,1207
327,2023-05-16,Headphones,Accessories,South,Offline,1,3072.88,3072.88,UPI,1269
328,2023-06-13,Smart Watch,Wearables,West,Online,3,2275.51,6826.53,UPI,1021
329,2023-04-05,Headphones,Accessories,West,Online,4,2606.15,10424.6,Credit Card,1129
330,2023-02-16,Backpack,Accessories,South,Offline,4,1373.19,5492.76,Net Banking,1192
331,2023-05-12,Smartphone,Electronics,South,Offline,3,4914.86,14744.58,Cash,1230
332,2023-02-28,Smartphone,Electronics,South,Online,3,508.18,1524.54,UPI,1265
333,2023-06-25,Smart Watch,Wearables,West,Offline,2,3155.08,6310.16,Cash,1216
334,2023-08-19,Smartphone,Electronics,East,Offline,5,2492.21,12461.05,Credit Card,1128
335,2023-10-08,Smart Watch,Wearables,North,Online,5,3610.56,18052.8,UPI,1031
336,2023-09-12,Smartphone,Electronics,South,Online,4,507.4,2029.6,UPI,1147
337,2023-07-06,Office Chair,Furniture,East,Online,2,1137.47,2274.94,UPI,1129
338,2023-04-19,Office Chair,Furniture,South,Online,5,2946.01,14730.05,Cash,1012
339,2023-07-04,Laptop,Electronics,North,Offline,5,3745.63,18728.15,Net Banking,1149
340,2023-02-26,Headphones,Accessories,North,Online,1,2880.52,2880.52,Cash,1078
341,2023-12-19,Smartphone,Electronics,North,Offline,5,4114.59,20572.95,Credit Card,1108
342,2023-07-08,Backpack,Accessories,East,Online,2,2054.53,4109.06,UPI,1033
343,2023-03-10,Backpack,Accessories,East,Offline,3,1123.43,3370.29,UPI,1253
344,2023-09-21,Laptop,Electronics,East,Offline,5,900.49,4502.45,Net Banking,1108
345,2023-08-02,Laptop,Electronics,East,Online,1,3168.9,3168.9,Cash,1036
346,2023-01-19,Smart Watch,Wearables,East,Offline,1,760.08,760.08,Credit Card,1044
347,2023-05-25,Smart Watch,Wearables,West,Offline,5,4478.45,22392.25,Net Banking,1153
348,2023-07-14,Smart Watch,Wearables,East,Offline,5,541.93,2709.65,Cash,1214
349,2023-05-10,Headphones,Accessories,East,Offline,4,3903.32,15613.28,Net Banking,1201
350,2023-01-17,Smartphone,Electronics,North,Online,2,3937.63,7875.26,Credit Card,1185
351,2023-07-14,Smartphone,Electronics,South,Offline,3,714.13,2142.39,Net Banking,1120
352,2023-10-11,Smartphone,Electronics,South,Offline,5,4353.57,21767.85,Credit Card,1008
353,2023-07-25,Backpack,Accessories,South,Offline,2,3098.47,6196.94,Credit Card,1278
354,2023-07-30,Laptop,Electronics,South,Offline,5,3197.63,15988.15,Cash,1100
355,2023-12-30,Laptop,Electronics,North,Online,2,2640.86,5281.72,Cash,1125
356,2023-02-14,Smart Watch,Wearables,West,Offline,3,2270.72,6812.16,Cash,1050
357,2023-06-09,Smartphone,Electronics,East,Offline,5,2018.45,10092.25,Net Banking,1259
358,2023-01-11,Laptop,Electronics,West,Offline,5,2636.4,13182.0,UPI,1284
359,2023-04-23,Laptop,Electronics,West,Offline,2,1513.09,3026.18,Cash,1016
360,2023-07-22,Office Chair,Furniture,East,Offline,4,1665.28,6661.12,Net Banking,1180
361,2023-09-14,Backpack,Accessories,West,Offline,3,4619.52,13858.56,Credit Card,1207
362,2023-01-05,Smartphone,Electronics,West,Online,4,2104.38,8417.52,UPI,1052
363,2023-12-28,Headphones,Accessories,South,Online,3,1715.95,5147.85,Net Banking,1088
364,2023-06-10,Backpack,Accessories,West,Offline,4,3085.74,12342.96,UPI,1250
365,2023-06-04,Office Chair,Furniture,West,Online,5,1818.17,9090.85,UPI,1221
366,2023-10-27,Office Chair,Furniture,East,Offline,2,4153.31,8306.62,Cash,1173
367,2023-12-16,Smart Watch,Wearables,North,Online,2,4202.25,8404.5,Credit Card,1091
368,2023-01-03,Laptop,Electronics,East,Offline,4,2802.22,11208.88,Credit Card,1004
369,2023-03-04,Laptop,Electronics,East,Online,5,3429.49,17147.45,UPI,1018
370,2023-02-22,Smart Watch,Wearables,West,Offline,1,4790.52,4790.52,Cash,1189
371,2023-09-14,Backpack,Accessories,South,Offline,4,1888.01,7552.04,Credit Card,1255
372,2023-01-26,Headphones,Accessories,South,Offline,1,3448.23,3448.23,UPI,1284
373,2023-03-11,Headphones,Accessories,North,Online,5,1399.08,6995.4,Cash,1183
374,2023-09-28,Laptop,Electronics,East,Offline,3,2803.78,8411.34,UPI,1248
375,2023-11-13,Office Chair,Furniture,East,Online,5,1827.95,9139.75,Credit Card,1009
376,2023-03-08,Smartphone,Electronics,South,Offline,3,3883.41,11650.23,UPI,1055
377,2023-05-16,Laptop,Electronics,East,Offline,1,4322.15,4322.15,Credit Card,1119
378,2023-06-27,Backpack,Accessories,East,Offline,2,3607.98,7215.96,UPI,1161
379,2023-05-14,Backpack,Accessories,North,Online,2,1184.56,2369.12,Credit Card,1283
380,2023-02-02,Backpack,Accessories,North,Online,1,4113.15,4113.15,Cash,1033
381,2023-01-25,Smartphone,Electronics,North,Offline,3,3829.62,11488.86,Credit Card,1057
382,2023-11-15,Smartphone,Electronics,East,Online,3,1580.28,4740.84,UPI,1044
383,2023-11-06,Headphones,Accessories,West,Online,3,1247.2,3741.6,Net Banking,1088
384,2023-05-12,Backpack,Accessories,East,Online,5,3266.24,16331.2,UPI,1205
385,2023-11-11,Office Chair,Furniture,North,Offline,1,3896.21,3896.21,Cash,1131
386,2023-05-05,Smart Watch,Wearables,East,Online,1,2494.78,2494.78,UPI,1045
387,2023-08-25,Smartphone,Electronics,West,Offline,1,4114.38,4114.38,UPI,1294
388,2023-02-14,Laptop,Electronics,South,Offline,4,953.02,3812.08,UPI,1074
389,2023-05-22,Laptop,Electronics,East,Online,4,2465.64,9862.56,Net Banking,1014
390,2023-07-06,Laptop,Electronics,South,Online,2,3083.04,6166.08,UPI,1246
391,2023-02-10,Headphones,Accessories,North,Offline,1,4286.91,4286.91,Cash,1092
392,2023-07-19,Backpack,Accessories,North,Online,4,1140.8,4563.2,UPI,1230
393,2023-05-21,Office Chair,Furniture,East,Offline,1,1005.35,1005.35,Credit Card,1123
394,2023-12-31,Office Chair,Furniture,East,Online,5,4234.63,21173.15,UPI,1145
395,2023-10-03,Smartphone,Electronics,South,Online,1,4897.59,4897.59,Cash,1052
396,2023-05-05,Laptop,Electronics,West,Online,3,2434.66,7303.98,Cash,1178
397,2023-12-05,Laptop,Electronics,South,Online,2,1327.87,2655.74,UPI,1117
398,2023-04-21,Smart Watch,Wearables,North,Online,2,1215.69,2431.38,UPI,1032
399,2023-05-24,Smart Watch,Wearables,West,Online,5,3319.14,16595.7,UPI,1080
400,2023-11-30,Headphones,Accessories,East,Offline,1,4769.49,4769.49,Net Banking,1227
401,2023-03-26,Office Chair,Furniture,North,Offline,1,4120.89,4120.89,UPI,1100
402,2023-12-06,Smartphone,Electronics,South,Offline,2,3006.59,6013.18,UPI,1182
403,2023-02-15,Backpack,Accessories,East,Offline,1,639.2,639.2,Cash,1062
404,2023-11-01,Smart Watch,Wearables,South,Offline,3,2202.22,6606.66,Credit Card,1191
405,2023-02-19,Smartphone,Electronics,South,Online,3,4975.88,14927.64,Net Banking,1019
406,2023-03-19,Headphones,Accessories,East,Online,4,3601.08,14404.32,UPI,1112
407,2023-09-08,Laptop,Electronics,North,Offline,2,1730.32,3460.64,Cash,1068
408,2023-06-13,Smartphone,Electronics,North,Offline,2,532.64,1065.28,Credit Card,1192
409,2023-07-31,Backpack,Accessories,East,Online,3,2939.21,8817.63,Credit Card,1090
410,2023-01-31,Smartphone,Electronics,South,Offline,3,3023.34,9070.02,Credit Card,1132
411,2023-10-15,Office Chair,Furniture,North,Offline,2,4408.1,8816.2,Cash,1243
412,2023-08-03,Laptop,Electronics,South,Offline,2,2111.61,4223.22,Net Banking,1178
413,2023-05-24,Backpack,Accessories,South,Online,1,1966.38,1966.38,Net Banking,1025
414,2023-07-30,Laptop,Electronics,South,Offline,5,2178.58,10892.9,Net Banking,1132
415,2023-02-12,Smart Watch,Wearables,East,Online,1,1124.71,1124.71,Cash,1206
416,2023-12-15,Office Chair,Furniture,North,Online,2,2129.74,4259.48,Credit Card,1019
417,2023-02-03,Smartphone,Electronics,South,Offline,5,2991.62,14958.1,Cash,1040
418,2023-06-01,Laptop,Electronics,East,Offline,2,3808.15,7616.3,UPI,1299
419,2023-08-19,Backpack,Accessories,East,Online,1,2783.45,2783.45,Cash,1207
420,2023-01-24,Headphones,Accessories,East,Online,2,2583.29,5166.58,Cash,1079
421,2023-05-02,Headphones,Accessories,North,Offline,5,4322.77,21613.85,Credit Card,1183
422,2023-10-12,Smart Watch,Wearables,East,Online,1,4286.73,4286.73,Cash,1139
423,2023-10-17,Office Chair,Furniture,South,Offline,5,3567.65,17838.25,Cash,1128
424,2023-07-21,Office Chair,Furniture,North,Offline,2,4739.34,9478.68,Net Banking,1128
425,2023-04-11,Backpack,Accessories,East,Offline,5,1982.79,9913.95,UPI,1016
426,2023-04-06,Laptop,Electronics,South,Online,5,957.16,4785.8,Net Banking,1270
427,2023-08-07,Smart Watch,Wearables,South,Online,3,1548.05,4644.15,Cash,1239
428,2023-05-24,Office Chair,Furniture,East,Offline,3,553.88,1661.64,Cash,1076
429,2023-09-03,Laptop,Electronics,West,Online,2,1567.91,3135.82,Net Banking,1233
430,2023-10-28,Smart Watch,Wearables,South,Online,3,2804.06,8412.18,Net Banking,1194
431,2023-12-23,Smart Watch,Wearables,West,Offline,3,699.68,2099.04,Credit Card,1026
432,2023-04-18,Smart Watch,Wearables,East,Offline,2,3568.02,7136.04,Net Banking,1170
433,2023-05-13,Backpack,Accessories,East,Online,3,1765.72,5297.16,Cash,1265
434,2023-11-02,Laptop,Electronics,West,Online,5,4850.61,24253.05,UPI,1067
435,2023-04-20,Smartphone,Electronics,North,Online,2,2242.31,4484.62,UPI,1021
436,2023-08-29,Smartphone,Electronics,West,Online,2,2928.46,5856.92,Credit Card,1061
437,2023-07-26,Headphones,Accessories,North,Offline,4,2642.56,10570.24,Credit Card,1292
438,2023-06-01,Smart Watch,Wearables,East,Offline,5,4789.81,23949.05,UPI,1031
439,2023-10-02,Office Chair,Furniture,North,Offline,3,3151.62,9454.86,Net Banking,1062
440,2023-10-10,Laptop,Electronics,North,Offline,3,2574.02,7722.06,Net Banking,1239
441,2023-07-15,Headphones,Accessories,West,Offline,5,4437.93,22189.65,Cash,1038
442,2023-01-24,Laptop,Electronics,East,Offline,2,3449.2,6898.4,UPI,1095
443,2023-08-15,Office Chair,Furniture,East,Offline,5,1004.96,5024.8,Net Banking,1118
444,2023-04-09,Smart Watch,Wearables,North,Online,3,1915.75,5747.25,Net Banking,1188
445,2023-06-11,Smart Watch,Wearables,North,Offline,2,2147.16,4294.32,Net Banking,1280
446,2023-11-28,Laptop,Electronics,South,Offline,2,2673.62,5347.24,Credit Card,1163
447,2023-05-20,Smartphone,Electronics,North,Offline,2,3819.25,7638.5,UPI,1176
448,2023-11-25,Laptop,Electronics,South,Offline,3,522.38,1567.14,Cash,1281
449,2023-12-18,Laptop,Electronics,East,Offline,2,4672.68,9345.36,Net Banking,1285
450,2023-11-01,Smartphone,Electronics,East,Offline,1,4238.62,4238.62,UPI,1164
451,2023-06-23,Smart Watch,Wearables,East,Offline,2,4265.93,8531.86,Cash,1170
452,2023-02-28,Laptop,Electronics,South,Offline,3,4441.08,13323.24,Credit Card,1047
453,2023-02-24,Smartphone,Electronics,North,Offline,3,4356.02,13068.06,UPI,1088
454,2023-03-26,Smartphone,Electronics,East,Offline,1,3627.43,3627.43,Credit Card,1098
455,2023-11-21,Smart Watch,Wearables,East,Offline,1,1857.78,1857.78,Credit Card,1269
456,2023-10-01,Laptop,Electronics,East,Offline,5,2600.08,13000.4,Cash,1228
457,2023-08-14,Headphones,Accessories,North,Offline,2,1951.14,3902.28,Net Banking,1034
458,2023-01-08,Smart Watch,Wearables,South,Offline,1,1557.3,1557.3,Cash,1226
459,2023-04-01,Headphones,Accessories,North,Online,4,586.56,2346.24,Credit Card,1178
460,2023-11-06,Backpack,Accessories,South,Offline,4,4558.12,18232.48,UPI,1019
461,2023-03-03,Headphones,Accessories,South,Online,1,1459.51,1459.51,Credit Card,1149
462,2023-05-30,Laptop,Electronics,East,Online,1,3391.74,3391.74,Credit Card,1114
463,2023-09-09,Backpack,Accessories,North,Online,1,2840.81,2840.81,Net Banking,1256
464,2023-02-27,Backpack,Accessories,South,Online,1,3313.54,3313.54,Credit Card,1132
465,2023-01-03,Smartphone,Electronics,West,Offline,4,2416.06,9664.24,Credit Card,1041
466,2023-07-17,Laptop,Electronics,East,Offline,1,4976.38,4976.38,Cash,1276
467,2023-09-02,Laptop,Electronics,West,Offline,5,3894.55,19472.75,Credit Card,1089
468,2023-08-27,Smartphone,Electronics,West,Offline,4,525.97,2103.88,Credit Card,1136
469,2023-09-01,Backpack,Accessories,South,Online,5,1621.15,8105.75,Credit Card,1118
470,2023-10-05,Office Chair,Furniture,West,Offline,2,3683.71,7367.42,Credit Card,1010
471,2023-07-10,Headphones,Accessories,North,Online,3,1519.76,4559.28,UPI,1178
472,2023-11-07,Backpack,Accessories,East,Online,2,2389.27,4778.54,UPI,1245
473,2023-05-15,Laptop,Electronics,East,Online,1,4633.69,4633.69,UPI,1228
474,2023-11-30,Office Chair,Furniture,North,Online,2,554.14,1108.28,Net Banking,1177
475,2023-07-20,Laptop,Electronics,South,Online,5,3122.82,15614.1,Net Banking,1281
476,2023-04-15,Smartphone,Electronics,East,Online,4,2570.75,10283.0,Credit Card,1267
477,2023-06-28,Office Chair,Furniture,West,Online,3,2352.37,7057.11,Net Banking,1255
478,2023-11-23,Smart Watch,Wearables,East,Offline,2,1252.24,2504.48,UPI,1023
479,2023-03-14,Laptop,Electronics,East,Offline,1,1349.79,1349.79,Net Banking,1212
480,2023-05-23,Smartphone,Electronics,East,Offline,3,3639.74,10919.22,Cash,1263
481,2023-01-15,Headphones,Accessories,South,Online,4,3928.81,15715.24,Cash,1001
482,2023-05-13,Smart Watch,Wearables,East,Offline,4,2103.24,8412.96,Cash,1035
483,2023-03-30,Smartphone,Electronics,West,Offline,3,2813.96,8441.88,UPI,1080
484,2023-11-02,Headphones,Accessories,East,Online,1,2124.63,2124.63,Cash,1019
485,2023-09-15,Laptop,Electronics,West,Online,3,1065.7,3197.1,Net Banking,1287
486,2023-03-30,Laptop,Electronics,South,Offline,2,4520.57,9041.14,Net Banking,1162
487,2023-12-25,Smart Watch,Wearables,East,Offline,1,1840.49,1840.49,Net Banking,1112
488,2023-12-14,Smartphone,Electronics,East,Offline,5,2485.69,12428.45,UPI,1277
489,2023-07-20,Backpack,Accessories,South,Offline,4,3268.5,13074.0,UPI,1246
490,2023-09-04,Headphones,Accessories,West,Online,4,818.79,3275.16,Credit Card,1120
491,2023-01-01,Backpack,Accessories,West,Offline,3,3642.1,10926.3,Credit Card,1295
492,2023-07-30,Headphones,Accessories,South,Offline,5,1245.18,6225.9,Cash,1268
493,2023-03-18,Headphones,Accessories,East,Offline,5,2808.03,14040.15,Cash,1283
494,2023-03-22,Office Chair,Furniture,West,Offline,1,4339.1,4339.1,Net Banking,1023
495,2023-07-15,Smart Watch,Wearables,North,Offline,1,4361.21,4361.21,UPI,1072
496,2023-08-31,Laptop,Electronics,North,Online,5,1427.57,7137.85,UPI,1259
497,2023-02-27,Headphones,Accessories,North,Offline,2,2119.16,4238.32,Credit Card,1096
498,2023-06-22,Headphones,Accessories,South,Online,5,3987.57,19937.85,Cash,1175
499,2023-06-16,Backpack,Accessories,West,Offline,2,3603.35,7206.7,Credit Card,1011
500,2023-10-03,Headphones,Accessories,West,Offline,1,3428.05,3428.05,Credit Card,1285
